name,mbid,url,image_small,image
coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234,https://musicbrainz.org/artist/cc197bad-dc9c-440d-a5b5-d52ba2e14234,https://i.postimg.cc/WbfKLvjc/Coldplay.jpg,https://i.postimg.cc/1X1mKqCM/Coldplay.jpg
